13,8,259,9.67,10.35,780
14,8,535,9.22,9.44,48
15,8,35,7.09,8.49,540
16,8,23,8.30,16.08,124
17,8,530,12.61,15.42,48
18,8,257,19.48,19.99,712
19,8,158,26.67,27.94,548
20,8,44,34.23,34.70,120
21,8,257,21.31,22.04,712
22,8,23,22.20,25.51,124
25,8,526,29.69,30.84,144
26,8,38,17.64,19.48,664
27,8,38,13.82,14.25,664
28,8,23,12.99,15.76,124
29,8,86,9.69,13.78,1008
30,8,98,9.73,9.98,124
31,8,77,1.76,1.76,1024
32,8,35,5.01,6.47,540
33,8,35,5.37,8.71,540
34,8,530,9.06,11.25,48
35,8,133,29.80,29.93,120
37,8,530,25.86,30.17,48
47,8,23,8.75,9.65,124
48,8,23,7.76,10.53,124
49,8,23,7.76,11.68,124
50,8,35,7.34,8.59,540
51,8,35,4.70,6.35,540
52,8,35,5.01,6.47,540
53,8,35,5.37,8.71,540
54,8,35,6.57,9.01,540
55,8,35,7.09,8.85,540
56,8,526,7.08,7.24,144
57,8,530,8.39,9.35,48
58,8,259,6.90,7.64,780
59,8,283,3.67,4.93,1024
0,9,530,8.11,9.75,48
1,9,530,8.06,8.43,48
2,9,3,3.24,4.47,288
3,9,2,34.54,34.65,328
4,9,7,22.42,27.94,96
5,9,2,4.07,5.09,328
6,9,5,3.70,5.79,216
7,9,8,9.03,12.03,96
8,9,7,6.94,9.49,96
9,9,3,2.08,3.66,288
10,9,3,2.08,3.66,288
11,9,252,12.79,14.30,264
12,9,530,15.39,19.42,48
13,9,530,5.89,8.41,48
14,9,535,3.25,6.36,48
15,9,35,10.11,10.55,540
16,9,38,7.05,7.76,664
17,9,23,12.56,18.30,124
18,9,257,21.40,21.51,712
19,9,23,22.99,27.44,124
20,9,257,22.22,22.69,712
21,9,257,22.53,22.78,712
22,9,259,20.86,22.26,780
23,9,23,23.24,24.22,124
24,9,526,24.06,25.39,144
25,9,23,7.76,14.76,124
26,9,23,11.46,19.52,124
27,9,38,21.99,22.27,664
28,9,530,13.11,14.61,48
29,9,86,4.31,10.70,1008
30,9,526,10.18,12.24,144
31,9,77,3.90,3.90,1024
32,9,35,5.37,7.23,540
33,9,35,3.79,7.75,540
34,9,35,9.56,10.49,540
35,9,23,8.28,15.72,124
36,9,526,12.51,16.06,144
37,9,530,8.69,10.89,48
46,9,526,28.63,31.53,144
47,9,23,10.60,10.60,124
48,9,38,6.92,7.76,664
49,9,35,7.05,8.76,540
50,9,35,5.07,7.41,540
51,9,35,5.06,6.54,540
52,9,35,5.37,7.23,540
53,9,35,3.79,7.75,540
54,9,35,5.50,6.71,540
55,9,23,8.28,9.82,124
56,9,257,8.52,9.74,712
57,9,258,5.95,6.46,984
58,9,283,5.31,5.42,1024
59,9,283,0.69,4.89,1024
0,10,530,13.83,14.36,48
1,10,7,10.67,13.13,96
2,10,33,15.55,15.61,980
3,10,7,13.39,14.70,96
4,10,33,13.72,15.77,980
5,10,7,13.39,14.28,96
6,10,8,10.67,10.96,96
7,10,526,15.09,18.39,144
8,10,126,23.06,25.80,96
9,10,32,33.99,36.55,980
10,10,98,14.27,16.02,124
11,10,526,5.54,8.62,144
12,10,530,14.78,18.64,48
13,10,23,28.32,28.40,124
14,10,535,4.33,4.73,48
15,10,535,11.11,15.47,48
16,10,38,15.57,20.40,664
17,10,282,22.72,22.88,960
18,10,257,23.54,23.56,712
19,10,257,22.19,22.38,712
20,10,259,22.01,22.04,780
21,10,257,21.06,21.38,712
22,10,257,19.93,20.40,712
23,10,23,23.78,25.79,124
24,10,526,18.28,20.45,144
25,10,38,7.00,7.76,664
26,10,530,9.06,11.25,48
27,10,23,22.17,24.49,124
28,10,86,8.81,11.50,1008
29,10,86,2.95,10.17,1008
30,10,283,7.16,7.25,1024
31,10,535,3.25,5.19,48
32,10,35,5.88,7.14,540
33,10,530,7.14,7.68,48
34,10,35,5.46,6.08,540
35,10,10,7.57,8.81,648
36,10,10,10.68,11.38,648
37,10,23,8.80,15.27,124
38,10,530,19.22,23.92,48
46,10,20,18.20,21.94,68
47,10,38,10.47,12.77,664
48,10,35,5.33,8.64,540
49,10,35,4.41,6.22,540
50,10,35,4.75,7.50,540
51,10,35,5.44,9.06,540
52,10,35,5.88,7.14,540
53,10,530,7.14,8.17,48
54,10,35,5.46,6.08,540
55,10,10,7.57,8.81,648
56,10,259,7.81,8.31,780
57,10,283,4.72,5.89,1024
58,10,283,0.00,5.45,1024
59,10,283,0.00,5.45,1024
0,11,535,3.25,7.17,48
1,11,530,9.14,13.17,48
2,11,535,5.92,9.39,48
3,11,535,3.25,7.61,48
4,11,535,3.25,6.55,48
5,11,535,3.25,7.61,48
6,11,535,3.25,7.61,48
7,11,535,4.33,5.36,48
8,11,5,6.48,6.94,216
9,11,96,31.36,38.61,88
10,11,127,13.17,14.67,252
11,11,128,13.30,17.42,240
12,11,98,23.75,32.49,124
14,11,77,0.61,0.61,1024
15,11,526,25.02,27.34,144
16,11,530,15.31,17.42,48
17,11,259,20.91,21.35,780
18,11,23,23.78,25.79,124
19,11,23,25.61,26.28,124
20,11,257,23.40,23.94,712
21,11,258,20.73,20.96,984
22,11,258,22.94,22.99,984
23,11,526,21.18,23.85,144
24,11,10,8.45,8.65,648
25,11,35,8.25,9.40,540
26,11,35,8.64,10.86,540
27,11,35,5.41,9.45,540
28,11,86,6.70,15.06,1008
29,11,86,3.91,14.60,1008
30,11,528,7.46,8.34,972
31,11,535,3.25,4.18,48
32,11,35,4.47,6.57,540
33,11,35,6.98,7.14,540
34,11,35,5.41,6.22,540
35,11,35,6.05,7.39,540
36,11,530,8.25,10.28,48
37,11,530,9.06,11.25,48
42,11,20,34.67,36.50,68
44,11,207,33.41,33.41,204
45,11,526,17.05,19.69,144
46,11,23,12.32,13.79,124
47,11,10,8.11,8.74,648
48,11,23,7.76,8.09,124
49,11,35,4.15,4.15,540
50,11,35,6.10,7.07,540
51,11,35,4.27,6.15,540
52,11,530,9.06,9.81,48
53,11,98,9.23,15.06,124
54,11,35,7.33,9.09,540
55,11,35,6.05,7.39,540
56,11,257,8.40,9.51,712
57,11,283,5.55,5.65,1024
58,11,283,0.00,5.45,1024
59,11,283,1.88,6.04,1024
0,12,77,0.57,0.57,1024
1,12,530,2.72,3.12,48
2,12,52,2.31,2.31,1024
3,12,53,5.64,5.64,1024
4,12,535,3.25,3.84,48
5,12,54,7.75,7.75,1024
6,12,530,13.83,14.36,48
7,12,7,10.67,13.13,96
8,12,31,10.81,11.32,584
9,12,3,4.63,4.86,288
10,12,3,4.91,5.72,288
11,12,85,25.54,27.68,448
12,12,530,10.33,14.36,48
14,12,535,3.25,7.61,48
15,12,526,10.58,10.89,144
16,12,530,19.31,19.91,48
17,12,530,19.00,19.77,48
18,12,259,21.57,21.71,780
19,12,257,20.65,20.89,712
20,12,257,20.52,21.05,712
21,12,257,19.54,19.69,712
22,12,257,20.63,20.85,712
23,12,35,11.57,12.10,540
24,12,35,7.80,8.63,540
25,12,35,6.41,9.29,540
26,12,35,5.76,6.62,540
27,12,530,6.22,7.25,48
28,12,526,12.53,13.15,144
29,12,530,7.03,7.75,48
30,12,284,9.97,10.36,956
31,12,77,3.54,3.54,1024
32,12,530,6.22,7.25,48
33,12,35,8.93,10.28,540
34,12,35,5.10,6.22,540
35,12,35,3.56,7.26,540
36,12,35,6.13,7.68,540
37,12,23,10.60,12.61,124
38,12,530,12.61,16.75,48
43,12,209,34.64,34.67,204
44,12,207,33.41,33.41,204
45,12,207,33.41,33.41,204
46,12,526,17.55,20.50,144
47,12,35,7.62,8.83,540
48,12,35,4.48,5.27,540
49,12,35,6.50,7.50,540
50,12,38,9.96,11.11,664
51,12,35,8.11,9.55,540
52,12,530,6.22,7.25,48
53,12,530,8.39,9.14,48
54,12,282,7.14,7.23,960
55,12,530,8.39,8.47,48
56,12,259,6.90,7.64,780
57,12,283,3.67,4.93,1024
58,12,283,0.00,5.45,1024
59,12,283,6.53,7.10,1024
0,13,77,2.29,2.29,1024
1,13,77,0.00,0.00,1024
2,13,535,3.25,4.54,48
3,13,77,2.52,2.52,1024
4,13,535,3.25,6.32,48
5,13,535,3.25,5.24,48
6,13,535,3.25,7.17,48
7,13,530,9.14,13.17,48
8,13,535,9.97,11.67,48
9,13,32,14.46,14.85,980
10,13,7,6.94,7.49,96
11,13,3,2.08,4.47,288
12,13,5,15.52,16.04,216
13,13,7,12.71,17.62,96
14,13,5,3.70,5.79,216
15,13,8,9.03,13.54,96
16,13,126,14.85,17.30,96
17,13,131,9.00,10.12,120
18,13,131,0.00,0.00,120
19,13,131,0.00,0.00,120
20,13,126,12.88,17.30,96
21,13,131,9.00,10.12,120
22,13,131,0.00,0.00,120
23,13,133,4.07,7.62,120
24,13,23,12.55,14.06,124
25,13,35,8.44,9.19,540
26,13,10,5.34,5.43,648
27,13,35,6.92,9.21,540
28,13,35,5.51,6.22,540
29,13,35,5.45,6.13,540
30,13,526,10.18,11.56,144
31,13,535,3.92,4.77,48
32,13,530,6.22,7.25,48
33,13,526,8.06,9.76,144
34,13,530,6.22,7.25,48
35,13,530,6.22,6.99,48
36,13,35,5.60,6.22,540
37,13,23,8.54,8.96,124
38,13,23,7.51,16.25,124
39,13,23,13.91,19.90,124
43,13,209,34.42,35.12,204
44,13,207,33.78,33.78,204
45,13,526,17.81,20.52,144
46,13,35,4.46,5.39,540
47,13,35,6.45,8.69,540
48,13,23,7.42,10.07,124
49,13,10,7.84,9.17,648
50,13,35,5.40,8.24,540
51,13,530,7.36,8.65,48
52,13,257,8.52,10.72,712
53,13,258,5.95,6.46,984
54,13,283,4.65,5.05,1024
55,13,259,5.55,5.59,780
56,13,283,5.31,5.42,1024
57,13,283,0.69,4.89,1024
58,13,283,1.29,6.10,1024
59,13,283,5.95,6.86,1024
0,14,77,0.00,0.00,1024
1,14,77,0.00,0.00,1024
2,14,77,0.57,0.57,1024
3,14,530,2.72,3.12,48
4,14,52,2.31,2.31,1024
5,14,53,5.64,5.64,1024
6,14,535,3.25,3.84,48
7,14,54,7.75,7.75,1024
8,14,535,3.25,7.61,48
9,14,535,3.25,7.61,48
10,14,7,19.72,20.47,96
11,14,8,14.39,17.03,96
12,14,98,17.83,20.51,124
13,14,33,16.73,16.92,980
14,14,8,10.67,10.96,96
15,14,526,18.19,18.39,144
16,14,535,4.42,7.67,48
17,14,535,4.42,7.67,48
18,14,535,4.42,7.67,48
19,14,535,4.42,7.67,48
20,14,535,4.42,7.67,48
21,14,535,4.42,7.67,48
22,14,535,4.42,7.67,48
23,14,535,4.42,7.67,48
24,14,10,8.16,9.48,648
25,14,35,8.77,9.17,540
26,14,530,7.03,7.33,48
27,14,35,6.17,9.04,540
28,14,35,3.95,4.81,540
29,14,37,6.18,6.56,924
30,14,35,6.79,8.46,540
31,14,35,5.46,6.94,540
32,14,35,6.25,6.47,540
33,14,528,6.48,7.31,972
34,14,530,7.89,9.92,48
35,14,158,25.75,26.70,548
36,14,85,34.28,34.46,448
37,14,20,34.67,34.82,68
38,14,38,25.54,25.97,664
44,14,20,24.71,28.77,68
45,14,35,7.34,9.62,540
46,14,38,10.29,11.12,664
47,14,35,10.00,10.08,540
48,14,35,6.81,8.63,540
49,14,530,9.06,11.19,48
50,14,38,10.91,12.55,664
51,14,23,11.34,11.99,124
52,14,259,7.46,8.26,780
53,14,283,4.72,5.89,1024
54,14,283,0.00,5.45,1024
55,14,283,0.00,5.45,1024
56,14,283,0.00,5.45,1024
57,14,283,0.28,5.74,1024
58,14,283,6.17,7.29,1024
59,14,530,5.56,6.47,48
0,15,77,0.00,0.00,1024
1,15,77,0.00,0.00,1024
2,15,77,2.29,2.29,1024
3,15,77,0.00,0.00,1024
4,15,535,3.25,4.54,48
5,15,77,2.52,2.52,1024
6,15,535,3.25,6.32,48
7,15,535,3.25,5.24,48
8,15,535,3.25,3.35,48
9,15,535,3.25,7.61,48
10,15,535,3.25,7.61,48
11,15,535,3.25,7.61,48
12,15,535,5.92,9.14,48
13,15,535,3.25,7.61,48
14,15,535,3.25,7.61,48
15,15,535,4.33,5.36,48
16,15,77,9.84,9.84,1024
17,15,530,11.58,12.71,48
18,15,255,18.63,18.71,1024
19,15,255,18.55,18.73,1024
20,15,255,19.06,19.75,1024
21,15,255,23.88,24.63,1024
22,15,35,8.05,9.06,540
23,15,10,7.41,9.63,648
24,15,10,7.46,8.65,648
25,15,10,7.98,9.63,648
26,15,35,7.31,7.38,540
27,15,35,5.86,8.11,540
28,15,36,9.82,13.17,1020
29,15,36,11.53,14.11,1020
30,15,37,9.04,9.47,924
31,15,535,3.25,5.17,48
32,15,35,7.92,9.13,540
33,15,35,5.78,6.22,540
34,15,35,4.28,6.22,540
35,15,530,7.36,9.06,48
37,15,207,33.41,33.41,204
38,15,207,33.41,33.50,204
41,15,209,33.42,34.67,204
42,15,209,33.50,33.79,204
43,15,526,24.35,26.71,144
44,15,23,9.69,15.88,124
45,15,23,9.67,13.99,124
46,15,35,7.68,7.75,540
47,15,35,6.32,8.91,540
48,15,35,7.94,8.21,540
49,15,35,6.24,6.74,540
50,15,36,10.15,10.42,1020
51,15,49,14.96,16.21,248
52,15,257,8.40,10.67,712
53,15,283,5.55,5.65,1024
54,15,283,0.00,5.45,1024
55,15,283,0.00,5.45,1024
56,15,283,0.00,5.45,1024
57,15,20,0.57,7.71,68
58,15,535,4.58,5.68,48
59,15,535,4.58,4.89,48
0,16,531,8.96,9.32,144
1,16,535,6.56,9.81,48
2,16,526,7.83,9.28,144
3,16,535,5.47,9.83,48
4,16,531,8.48,10.55,144
5,16,98,14.97,17.20,124
6,16,531,8.96,9.32,144
7,16,535,6.56,9.81,48
8,16,526,7.83,9.28,144
9,16,535,5.47,9.83,48
10,16,531,8.48,10.55,144
11,16,98,14.97,17.20,124
12,16,531,8.96,9.32,144
13,16,535,6.56,9.81,48
14,16,526,7.83,9.12,144
15,16,535,3.25,7.33,48
16,16,35,5.76,8.86,540
17,16,530,10.86,12.28,48
18,16,257,19.48,19.60,712
19,16,257,19.48,19.60,712
20,16,259,21.11,21.26,780
21,16,35,20.56,20.71,540
22,16,35,5.36,8.03,540
23,16,35,5.27,6.41,540
24,16,35,5.41,7.39,540
25,16,35,5.68,8.15,540
26,16,35,9.32,10.16,540
27,16,35,7.09,8.49,540
28,16,23,12.45,16.34,124
29,16,526,11.28,12.62,144
30,16,283,7.72,8.38,1024
31,16,77,3.89,3.89,1024
32,16,530,6.22,7.25,48
33,16,35,5.13,7.35,540
34,16,35,5.77,8.11,540
35,16,35,4.95,9.06,540
36,16,530,9.06,11.25,48
37,16,207,33.41,33.41,204
38,16,207,33.41,33.41,204
39,16,207,33.41,33.41,204
44,16,85,27.27,29.06,448
45,16,526,11.22,13.23,144
46,16,35,5.81,8.70,540
47,16,35,5.86,7.99,540
48,16,10,8.48,8.50,648
49,16,36,9.11,9.23,1020
50,16,23,7.76,16.33,124
51,16,98,9.12,13.45,124
52,16,259,6.71,7.28,780
53,16,255,7.51,7.53,1024
54,16,259,6.66,6.80,780
55,16,283,3.25,5.52,1024
56,16,20,3.63,8.39,68
57,16,22,8.32,10.71,512
58,16,77,7.06,7.06,1024
59,16,77,2.67,2.67,1024
0,17,530,14.39,14.92,48
1,17,526,6.54,7.94,144
2,17,535,3.25,7.61,48
3,17,535,3.25,6.92,48
4,17,535,3.25,4.50,48
5,17,535,3.25,7.61,48
6,17,77,2.63,2.63,1024
7,17,535,5.36,6.96,48
8,17,535,6.17,7.64,48
9,17,530,6.31,6.50,48
10,17,53,7.14,7.14,1024
11,17,528,10.09,10.45,972
12,17,35,6.07,7.70,540
13,17,526,6.76,8.21,144
14,17,53,9.42,9.42,1024
15,17,35,10.18,10.86,540
16,17,35,4.96,6.35,540
17,17,530,8.69,9.25,48
18,17,35,14.95,15.84,540
19,17,257,19.48,19.60,712
20,17,257,19.48,19.60,712
21,17,35,6.55,9.93,540
22,17,35,4.99,6.49,540
23,17,35,8.07,8.89,540
24,17,35,5.44,6.71,540
25,17,35,5.36,10.23,540
26,17,35,5.99,7.00,540
27,17,35,10.11,10.55,540
28,17,23,12.06,12.84,124
29,17,77,1.28,1.28,1024
30,17,77,2.42,2.42,1024
31,17,77,3.52,3.52,1024
32,17,526,7.44,8.40,144
33,17,35,4.13,7.03,540
34,17,35,7.13,7.52,540
35,17,35,5.15,7.50,540
36,17,530,9.06,11.25,48
37,17,530,9.06,11.25,48
38,17,207,33.79,33.90,204
40,17,20,25.14,32.76,68
41,17,98,9.23,15.71,124
42,17,98,19.66,25.02,124
