0,0,77,77,77,77,304,77,301,323,555,323,303,311,313,313,311,0,0,0,0,0,0,0,0,311,0,0,0,0,256,77,312,0,312,312,0,0,0,0,223,223,322,0,74,0,311,223,311,223,0,223,0,0,0,0,321,322,345,323
0,0,77,77,77,77,328,77,323,328,323,328,323,301,312,312,311,223,0,0,0,0,0,0,312,312,313,0,0,0,0,77,312,312,313,311,312,0,0,0,0,196,283,322,0,0,298,386,313,220,0,0,0,0,0,323,346,323,323,328
0,0,77,77,77,77,0,0,302,359,304,77,301,323,555,0,0,0,0,0,0,0,0,322,313,283,312,0,0,136,281,323,311,313,313,313,311,0,0,0,386,0,322,0,311,223,0,0,0,0,0,0,224,285,323,312,323,328,328,328
0,0,77,77,77,0,0,0,256,359,328,77,323,328,323,323,0,0,0,0,0,0,0,255,528,311,0,311,0,86,356,323,311,312,0,0,0,0,344,411,223,221,283,322,0,0,345,283,0,0,0,0,0,0,323,323,323,312,304,77
0,0,304,77,77,128,0,0,0,77,0,312,303,323,301,323,0,0,0,0,0,0,0,294,323,322,0,0,0,0,331,323,0,0,0,0,0,0,223,223,283,223,310,283,0,0,312,0,0,0,0,0,0,285,323,312,346,313,327,77
323,0,328,0,0,0,0,0,0,0,0,0,323,328,323,304,0,0,0,0,0,0,0,552,323,323,0,0,0,0,219,323,313,313,555,0,0,0,386,196,283,280,223,411,0,196,0,0,0,0,0,0,0,0,323,323,77,328,328,328
323,0,323,0,0,0,0,74,0,0,0,323,304,77,301,295,0,0,0,0,0,86,256,0,0,0,0,0,0,74,0,0,312,0,0,0,0,0,281,223,219,283,322,0,0,0,0,0,0,0,0,0,0,0,77,359,77,328,328,328
0,0,0,46,0,0,0,0,0,0,0,312,295,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,221,283,0,0,0,0,0,0,0,0,0,0,323,328,328,328,328,328
77,323,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,223,0,0,0,223,196,223,0,0,0,0,0,0,0,0,0,0,77,301,312,304,303,327
328,323,323,0,0,0,0,0,0,0,322,344,323,0,0,0,0,0,0,0,0,0,0,0,346,323,322,344,323,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,346,323,271,0,0,344,301,323,303,312,304,77
77,323,0,0,0,0,0,322,346,323,323,323,323,323,0,0,0,0,0,0,321,0,323,322,346,326,323,323,77,323,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,323,359,323,344,323,322,346,327,323,323,77,328
77,323,0,0,321,0,323,301,369,77,77,304,312,312,0,0,223,0,0,323,322,322,323,301,369,77,77,304,312,328,323,323,0,0,70,46,0,0,0,0,0,0,0,0,323,0,294,312,223,0,345,344,323,301,369,77,372,304,328,328
328,359,323,0,313,374,77,323,322,327,77,323,323,221,322,345,323,323,77,345,313,374,77,323,322,327,77,323,323,344,322,328,323,0,0,46,0,0,0,0,0,0,0,0,323,221,322,271,323,323,77,304,77,77,322,327,77,77,323,312
372,323,302,328,326,77,323,322,344,323,312,359,322,322,322,327,326,321,321,302,370,328,77,322,344,77,77,77,322,369,323,323,77,323,0,0,0,0,0,0,0,0,0,0,322,322,322,327,326,321,321,302,312,328,347,328,77,77,328,328
